"Country","Source","Occupation","Year","Value"
"Mali","LFS - Continous Household Employment Survey","Skill level 1 ~ low","2018","85.8"
"Mali","LFS - Continous Household Employment Survey","Skill levels 3 and 4 ~ high","2017","22.1"
"Mali","LFS - Continous Household Employment Survey","Skill level 2 ~ medium","2017","54.7"
"Mali","LFS - Continous Household Employment Survey","Skill level 1 ~ low","2017","60.3"
"Mali","LFS - Continous Household Employment Survey","Skill levels 3 and 4 ~ high","2016","33.7"
"Mali","LFS - Continous Household Employment Survey","Skill level 2 ~ medium","2016","23.5"
"Mali","LFS - Continous Household Employment Survey","Skill level 1 ~ low","2016","59"
"Mali","LFS - Continous Household Employment Survey","Skill levels 3 and 4 ~ high","2015","-9.7"
"Mali","LFS - Continous Household Employment Survey","Skill level 2 ~ medium","2015","2.5"
"Mali","LFS - Continous Household Employment Survey","Skill level 1 ~ low","2015","70.3"
"Mali","LFS - Continous Household Employment Survey","Skill levels 3 and 4 ~ high","2014","27.2"
"Mali","LFS - Continous Household Employment Survey","Skill level 2 ~ medium","2014","18.4"
"Mali","LFS - Continous Household Employment Survey","Skill level 1 ~ low","2014","75.4"
"Mali","LFS - Continous Household Employment Survey","Skill levels 3 and 4 ~ high","2013","-1.1"
"Mali","LFS - Continous Household Employment Survey","Skill level 2 ~ medium","2013","33.8"
"Mali","LFS - Continous Household Employment Survey","Skill level 1 ~ low","2013","66"
"Myanmar","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","17.3"
"Myanmar","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","11.8"
"Myanmar","LFS - Labour Force Survey","Skill level 1 ~ low","2020","23.8"
"Myanmar","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","20.2"
"Myanmar","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","10.2"
"Myanmar","LFS - Labour Force Survey","Skill level 1 ~ low","2019","12.3"
"Myanmar","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","21.4"
"Myanmar","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","9.5"
"Myanmar","LFS - Labour Force Survey","Skill level 1 ~ low","2018","20.1"
"Myanmar","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","22.4"
"Myanmar","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","10.1"
"Myanmar","LFS - Labour Force Survey","Skill level 1 ~ low","2017","17.4"
"Myanmar","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2015","3.9"
"Myanmar","LFS - Labour Force Survey","Skill level 2 ~ medium","2015","30.6"
"Myanmar","LFS - Labour Force Survey","Skill level 1 ~ low","2015","22.5"
"Mongolia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2022","17.6"
"Mongolia","LFS - Labour Force Survey","Skill level 2 ~ medium","2022","23.3"
"Mongolia","LFS - Labour Force Survey","Skill level 1 ~ low","2022","14.2"
"Mongolia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","21.2"
"Mongolia","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","16"
"Mongolia","LFS - Labour Force Survey","Skill level 1 ~ low","2021","9.2"
"Mongolia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","6.4"
"Mongolia","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","16.6"
"Mongolia","LFS - Labour Force Survey","Skill level 1 ~ low","2020","0.9"
"Mongolia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","14.2"
"Mongolia","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","19.5"
"Mongolia","LFS - Labour Force Survey","Skill level 1 ~ low","2019","-3.4"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2022","19.6"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2022","16.1"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2022","33.8"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2021","17.5"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2021","11.5"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2021","26.3"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2019","11.1"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2019","14.2"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2019","25.9"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2018","15.7"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2018","13.8"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2018","27"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2017","19.9"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2017","14.8"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2017","31.1"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2016","19.3"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2016","16.1"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2016","35.9"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2015","15.2"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2015","16.2"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2015","36.8"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2014","15.2"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2014","17.2"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2014","39"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill levels 3 and 4 ~ high","2013","13.9"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 2 ~ medium","2013","16"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Skill level 1 ~ low","2013","37.1"
"Malawi","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2013","37.8"
"Malawi","LFS - Labour Force Survey","Skill level 2 ~ medium","2013","-25.7"
"Malawi","LFS - Labour Force Survey","Skill level 1 ~ low","2013","36.3"
"Namibia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","3.8"
"Namibia","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","26.2"
"Namibia","LFS - Labour Force Survey","Skill level 1 ~ low","2018","23.8"
"Namibia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","14.7"
"Namibia","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","3.1"
"Namibia","LFS - Labour Force Survey","Skill level 1 ~ low","2016","24.6"
"Namibia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","42.5"
"Namibia","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","-14.4"
"Namibia","LFS - Labour Force Survey","Skill level 1 ~ low","2014","36.9"
"Namibia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2013","35.4"
"Namibia","LFS - Labour Force Survey","Skill level 2 ~ medium","2013","7.8"
"Namibia","LFS - Labour Force Survey","Skill level 1 ~ low","2013","-7.4"
"Nigeria","HS - General Household Survey","Skill levels 3 and 4 ~ high","2013","34.1"
"Nigeria","HS - General Household Survey","Skill level 2 ~ medium","2013","43.4"
"Nigeria","HS - General Household Survey","Skill level 1 ~ low","2013","15.7"
"Nepal","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","31.7"
"Nepal","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","15.6"
"Nepal","LFS - Labour Force Survey","Skill level 1 ~ low","2017","6.5"
"Pakistan","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","13.4"
"Pakistan","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","6.4"
"Pakistan","LFS - Labour Force Survey","Skill level 1 ~ low","2021","28.1"
"Pakistan","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","27.1"
"Pakistan","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","40.9"
"Pakistan","LFS - Labour Force Survey","Skill level 1 ~ low","2019","35.6"
"Pakistan","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","26.6"
"Pakistan","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","40.5"
"Pakistan","LFS - Labour Force Survey","Skill level 1 ~ low","2018","43.8"
"Pakistan","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2015","36.6"
"Pakistan","LFS - Labour Force Survey","Skill level 2 ~ medium","2015","39.5"
"Pakistan","LFS - Labour Force Survey","Skill level 1 ~ low","2015","27.8"
"Pakistan","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","31.1"
"Pakistan","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","40.8"
"Pakistan","LFS - Labour Force Survey","Skill level 1 ~ low","2014","41.7"
"Pakistan","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2013","38.8"
"Pakistan","LFS - Labour Force Survey","Skill level 2 ~ medium","2013","37.4"
"Pakistan","LFS - Labour Force Survey","Skill level 1 ~ low","2013","41.6"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2023","15.9"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2023","14.6"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2023","-10.3"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2021","6.5"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2021","14.4"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2021","-1.9"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2020","9"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2020","0.9"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2020","-4.8"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2019","26.1"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2019","23.4"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2019","-2.3"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2018","6.1"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2018","8.1"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2018","-0.4"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2017","11.5"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2017","11.7"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2017","-0.3"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2016","27.6"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2016","5.1"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2016","-6.7"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2015","20.7"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2015","13"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2015","-1.3"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2014","14.3"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2014","24.3"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2014","-3.1"
"Panama","LFS - Labour Market Survey","Skill levels 3 and 4 ~ high","2013","17.8"
"Panama","LFS - Labour Market Survey","Skill level 2 ~ medium","2013","21.5"
"Panama","LFS - Labour Market Survey","Skill level 1 ~ low","2013","-4.1"
"Panama","HS - Multipurpose Household Survey","Skill levels 3 and 4 ~ high","2022","-6.9"
"Panama","HS - Multipurpose Household Survey","Skill level 2 ~ medium","2022","-18.2"
"Panama","HS - Multipurpose Household Survey","Skill level 1 ~ low","2022","-16.5"
"Peru","LFS - Permanent Employment Survey, National","Skill levels 3 and 4 ~ high","2022","12.2"
"Peru","LFS - Permanent Employment Survey, National","Skill level 2 ~ medium","2022","18.9"
"Peru","LFS - Permanent Employment Survey, National","Skill level 1 ~ low","2022","13.7"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2021","12.6"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2021","15.9"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2021","6.1"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2020","8.5"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2020","19.6"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2020","4.8"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2019","18.6"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2019","19.1"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2019","9"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2018","15.6"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2018","19.1"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2018","14.9"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2017","7.5"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2017","19.8"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2017","5.5"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2016","22.9"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2016","6.8"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2016","9.9"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2015","16.8"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2015","17.4"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2015","15.1"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2014","15.5"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2014","16.6"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2014","18.9"
"Peru","HS - National Household Survey","Skill levels 3 and 4 ~ high","2013","17.2"
"Peru","HS - National Household Survey","Skill level 2 ~ medium","2013","14.3"
"Peru","HS - National Household Survey","Skill level 1 ~ low","2013","17.2"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2022","-2.6"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2022","5"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2022","-19.7"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","-1.2"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","6.7"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2021","-22"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","-4"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","6.2"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2020","-21.6"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","2.3"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","8.9"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2019","-28.5"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","0.9"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","9.7"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2018","-25.8"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","0"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","11"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2017","-20.8"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","1.9"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","9.8"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2016","-18.2"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2015","6"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2015","11"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2015","-11.3"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","5.6"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","11.6"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2014","-4.2"
"Philippines","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2013","9.3"
"Philippines","LFS - Labour Force Survey","Skill level 2 ~ medium","2013","9.1"
"Philippines","LFS - Labour Force Survey","Skill level 1 ~ low","2013","-5.1"
"Paraguay","HS - Continuous Permanent Household Survey","Skill levels 3 and 4 ~ high","2022","4.1"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 2 ~ medium","2022","9.6"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 1 ~ low","2022","-0.7"
"Paraguay","HS - Continuous Permanent Household Survey","Skill levels 3 and 4 ~ high","2021","-2.8"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 2 ~ medium","2021","12.3"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 1 ~ low","2021","1.1"
"Paraguay","HS - Continuous Permanent Household Survey","Skill levels 3 and 4 ~ high","2019","2.9"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 2 ~ medium","2019","7.4"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 1 ~ low","2019","1.4"
"Paraguay","HS - Continuous Permanent Household Survey","Skill levels 3 and 4 ~ high","2018","4.7"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 2 ~ medium","2018","11.6"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 1 ~ low","2018","4.2"
"Paraguay","HS - Continuous Permanent Household Survey","Skill levels 3 and 4 ~ high","2017","7.2"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 2 ~ medium","2017","10"
"Paraguay","HS - Continuous Permanent Household Survey","Skill level 1 ~ low","2017","4.5"
"Paraguay","HS - Continous Household Survey","Skill levels 3 and 4 ~ high","2016","16.1"
"Paraguay","HS - Continous Household Survey","Skill level 2 ~ medium","2016","15.4"
"Paraguay","HS - Continous Household Survey","Skill level 1 ~ low","2016","21.1"
"Paraguay","HS - Continous Household Survey","Skill levels 3 and 4 ~ high","2015","13.5"
"Paraguay","HS - Continous Household Survey","Skill level 2 ~ medium","2015","11.7"
"Paraguay","HS - Continous Household Survey","Skill level 1 ~ low","2015","16.6"
"Paraguay","HS - Continous Household Survey","Skill levels 3 and 4 ~ high","2014","13.3"
"Paraguay","HS - Continous Household Survey","Skill level 2 ~ medium","2014","14.2"
"Paraguay","HS - Continous Household Survey","Skill level 1 ~ low","2014","20.5"
"Paraguay","HS - Continous Household Survey","Skill levels 3 and 4 ~ high","2013","14.6"
"Paraguay","HS - Continous Household Survey","Skill level 2 ~ medium","2013","17.3"
"Paraguay","HS - Continous Household Survey","Skill level 1 ~ low","2013","27.5"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2022","13.9"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2022","49.4"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2022","34.7"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","8.6"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","44.4"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2021","33.2"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","-1.7"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","39"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2020","19.2"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","4.3"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","52.7"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2019","25.8"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","15"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","56.2"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2018","35.3"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","23.3"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","55.9"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2017","29.1"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","20.1"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","47.8"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2016","25.1"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2015","17.3"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 2 ~ medium","2015","49.8"
"Occupied Palestinian Territory","LFS - Labour Force Survey","Skill level 1 ~ low","2015","32.8"
"Rwanda","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2022","36.5"
"Rwanda","LFS - Labour Force Survey","Skill level 2 ~ medium","2022","-25.1"
"Rwanda","LFS - Labour Force Survey","Skill level 1 ~ low","2022","6.7"
"Rwanda","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","28.1"
"Rwanda","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","-27.7"
"Rwanda","LFS - Labour Force Survey","Skill level 1 ~ low","2021","13.7"
"Rwanda","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","41.5"
"Rwanda","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","22.6"
"Rwanda","LFS - Labour Force Survey","Skill level 1 ~ low","2017","18.9"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","Skill levels 3 and 4 ~ high","2014","37.1"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","Skill level 2 ~ medium","2014","8.8"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","Skill level 1 ~ low","2014","10.4"
"Senegal","LFS - National Employment Survey","Skill levels 3 and 4 ~ high","2019","42.2"
"Senegal","LFS - National Employment Survey","Skill level 2 ~ medium","2019","-8.5"
"Senegal","LFS - National Employment Survey","Skill level 1 ~ low","2019","44.6"
"Sierra Leone","HS - Integrated Household Survey","Skill levels 3 and 4 ~ high","2018","18"
"Sierra Leone","HS - Integrated Household Survey","Skill level 2 ~ medium","2018","5.8"
"Sierra Leone","HS - Integrated Household Survey","Skill level 1 ~ low","2018","65.9"
"El Salvador","HS - Multi-purpose Household Survey","Skill levels 3 and 4 ~ high","2019","-2.4"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 2 ~ medium","2019","10.6"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 1 ~ low","2019","21.5"
"El Salvador","HS - Multi-purpose Household Survey","Skill levels 3 and 4 ~ high","2018","-6.2"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 2 ~ medium","2018","9.1"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 1 ~ low","2018","11.4"
"El Salvador","HS - Multi-purpose Household Survey","Skill levels 3 and 4 ~ high","2017","-7.7"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 2 ~ medium","2017","11.1"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 1 ~ low","2017","20.7"
"El Salvador","HS - Multi-purpose Household Survey","Skill levels 3 and 4 ~ high","2016","1.9"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 2 ~ medium","2016","14.7"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 1 ~ low","2016","22"
"El Salvador","HS - Multi-purpose Household Survey","Skill levels 3 and 4 ~ high","2015","3.4"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 2 ~ medium","2015","15.8"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 1 ~ low","2015","22.7"
"El Salvador","HS - Multi-purpose Household Survey","Skill levels 3 and 4 ~ high","2014","-1.6"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 2 ~ medium","2014","13.7"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 1 ~ low","2014","13.7"
"El Salvador","HS - Multi-purpose Household Survey","Skill levels 3 and 4 ~ high","2013","-5.3"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 2 ~ medium","2013","13.2"
"El Salvador","HS - Multi-purpose Household Survey","Skill level 1 ~ low","2013","21"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2022","9.3"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2022","13.5"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2022","11.5"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","11.1"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","8.1"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2021","15.6"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","6.7"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","11.4"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2020","9.4"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","7.7"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","13.7"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2019","11.4"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","13"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","15.6"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2018","6.4"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","13.6"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","14.1"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2017","11.2"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","10"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","15.3"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2016","6.4"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2015","13.7"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2015","14.4"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2015","8.9"
"Serbia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","9.2"
"Serbia","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","15.3"
"Serbia","LFS - Labour Force Survey","Skill level 1 ~ low","2014","-1.4"
"Eswatini","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","13.6"
"Eswatini","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","15.9"
"Eswatini","LFS - Labour Force Survey","Skill level 1 ~ low","2021","-494.6"
"Eswatini","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","24.3"
"Eswatini","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","22.7"
"Eswatini","LFS - Labour Force Survey","Skill level 1 ~ low","2016","-15.2"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2022","11.1"
